tipo_contrato,puesto,fuente,salario_promedio,empresa,tecnologias,fecha_publicacion,ubicacion
full_time,Lead Desarrollador React,Jooble,40354.0,No especificado,"Python, Scala, R, AWS, Azure, GCP, Docker, Kubernetes, Terraform, AI, DevOps, CI/CD, API, SPA, Excel, Git",2025-05-29T00:50:21,USA
full_time,Lead Administrador de Sistemas,Adzuna,69196.0,No especificado,"Swift, Scala, R, AI, DevOps, API, SPA, Git",2025-05-27T22:51:08,USA
contract,Senior Especialista en Ciberseguridad,Adzuna,61734.0,No especificado,"Python, Go, Scala, R, Elasticsearch, AWS, Kubernetes, GitHub Actions, Terraform, AI, DevOps, CI/CD, API, Git",2025-05-27T10:51:01,Argentina
full_time,Lead Desarrollador Backend,Adzuna,74583.0,No especificado,"Scala, Rust, R, Express, AWS, AI, DevOps, Agile, REST, API, SPA, Git",2025-05-26T20:50:51,USA
full_time,Junior Ingeniero DevOps,Jooble,31050.0,No especificado,"Go, R, AI, DevOps, REST, API, Excel",2025-05-25T20:50:45,USA
full_time,Senior Administrador de Bases de Datos,Adzuna,71497.0,No especificado,"Go, Scala, R, Express, AWS, AI, DevOps, API, SPA, ETL, Excel",2025-05-25T08:50:56,USA
full_time,Semi Senior Científico de Datos,Adzuna,47625.0,No especificado,"Go, Rust, R, SQL, AI, DevOps, CI/CD, Agile, REST, API, SPA, ETL, Excel",2025-05-25T08:50:55,South Africa
full_time,Lead Administrador AWS,Jooble,29823.0,No especificado,"Python, Scala, R, Redis, Azure, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, Agile, GraphQL, API, SPA, ETL, Excel, JIRA, Git",2025-05-25T06:50:46,USA
full_time,Junior Especialista en UX/UI,Adzuna,65199.0,No especificado,"Go, R, AI, DevOps, Agile, API, SPA, Excel",2025-05-24T20:50:19,UK
full_time,Senior Technical Lead,Jooble,40539.0,No especificado,"Go, R, AWS, AI, DevOps, Agile, REST, API, SPA",2025-05-23T18:50:26,USA
full_time,Senior Desarrollador Backend,Jooble,31592.0,No especificado,"Go, Rust, R, SQL, PostgreSQL, Redis, Elasticsearch, AWS, Azure, Kubernetes, Ansible, AI, DevOps, CI/CD, REST, API, SPA, Excel, Git, Linux",2025-05-22T14:51:11,"Germany, Romania, Spain"
contract,Semi Senior Analista de BI,Jooble,29959.0,No especificado,"Python, JavaScript, Java, Go, R, Elasticsearch, AWS, Kubernetes, Jenkins, GitHub Actions, Terraform, Ansible, AI, DevOps, CI/CD, Agile, REST, Microservices, API, SPA, Git, Linux",2025-05-21T08:50:40,USA
full_time,Junior Ingeniero de QA,Adzuna,56069.0,No especificado,"Python, Go, Ruby, Scala, Rust, R, Express, AWS, GCP, Kubernetes, GitLab, AI, DevOps, CI/CD, API, SPA, Git, Linux, Windows",2025-05-21T06:51:24,USA
full_time,Senior Desarrollador Full Stack,Adzuna,50930.0,No especificado,"Go, Scala, R, AWS, Azure, Google Cloud, Kubernetes, AI, DevOps, API, SPA, Git",2025-05-21T05:07:42,"UK, Estonia, Portugal, Eastern Europe, Sweden, Ireland, Israel, Spain"
contract,Semi Senior Ingeniero de QA,Jooble,51051.0,No especificado,"Python, Go, Scala, R, SQL, React, MySQL, MongoDB, AWS, Azure, GCP, Terraform, Ansible, AI, DevOps, API, SPA, Excel, Linux",2025-05-20T18:46:51,Europe
full_time,Senior Desarrollador Backend,Jooble,48929.0,No especificado,"Go, Scala, Rust, R, AWS, AI, DevOps, API, Backend, SPA, Excel",2025-05-20T06:50:41,"UK, Portugal, Poland, South Africa, Romania, Spain"
full_time,Semi Senior Especialista en UX/UI,Adzuna,65215.0,No especificado,"Python, PHP, Go, R, MongoDB, Redis, Elasticsearch, AWS, Docker, Kubernetes, GitLab, Terraform, Ansible, AI, DevOps, CI/CD, REST, Microservices, API, Git",2025-05-19T04:51:47,Poland
full_time,Semi Senior Ingeniero en IA,Adzuna,79317.0,No especificado,"Go, Scala, R, AWS, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, API, SPA, Linux",2025-05-19T04:51:46,Ukraine
full_time,Lead Desarrollador React,Jooble,26801.0,No especificado,"Go, Scala, Rust, R, Jenkins, AI, DevOps, REST, API, Excel, Git",2025-05-18T18:50:11,USA
full_time,Semi Senior Scrum Master,Adzuna,78185.0,No especificado,"Python, Go, R, AWS, Azure, GCP, AI, DevOps, CI/CD, API, JSON",2025-05-18T02:50:38,LATAM
full_time,Junior Desarrollador Blockchain,Jooble,39250.0,No especificado,"Python, Go, Scala, R, Elasticsearch, AWS, Azure, Docker, Kubernetes, Jenkins, Terraform, AI, DevOps, CI/CD, REST, API, JIRA, Git",2025-05-17T00:50:18,Brazil
full_time,Semi Senior Desarrollador Java,Adzuna,49891.0,No especificado,"Java, Go, Scala, Rust, R, AWS, Azure, GCP, Docker, Kubernetes, Jenkins, AI, DevOps, CI/CD, Scrum, REST, API, Excel, Git, Linux",2025-05-16T14:49:59,"USA, Canada"
full_time,Junior Administrador de Sistemas,Jooble,39373.0,No especificado,"Python, Java, Go, Scala, R, SQL, MySQL, Redis, AWS, Docker, Kubernetes, Jenkins, Terraform, Ansible, AI, DevOps, CI/CD, API, Backend, Excel, Git",2025-05-16T04:50:57,Poland
internship,Semi Senior Administrador AWS,Jooble,70933.0,No especificado,"Python, C#, TypeScript, R, SQL, React, ASP.NET, PostgreSQL, AI, CI/CD, REST, API, Full Stack",2025-06-15T16:50:31,Ukraine
full_time,Junior Ingeniero de Machine Learning,Adzuna,57390.0,No especificado,"JavaScript, Java, Go, Ruby, R, SQL, Rails, PostgreSQL, Heroku, AI, API, Frontend, Backend, Full Stack, SPA, Git, Windows",2025-06-06T22:50:32,"USA, Canada"
full_time,Junior Especialista en UX/UI,Adzuna,40819.0,No especificado,"JavaScript, Java, PHP, Go, TypeScript, Scala, Rust, R, SQL, React, Laravel, AI, REST, API, Backend, SPA, Excel, Git",2025-04-26T00:50:47,Brazil
full_time,Junior Analista de Datos,Jooble,31694.0,No especificado,"Python, Go, Scala, R, Express, AWS, Azure, Google Cloud, Docker, Kubernetes, Terraform, AI, CI/CD, API, Excel, Windows",2025-06-10T02:52:31,USA
full_time,Semi Senior Technical Lead,Jooble,52016.0,No especificado,"Python, Go, Ruby, Scala, Rust, R, React, Express, Rails, AWS, Kubernetes, GitHub Actions, Terraform, AI, CI/CD, API, Frontend, Git",2025-06-07T22:50:38,Northern America
full_time,Semi Senior Administrador de Bases de Datos,Adzuna,33549.0,No especificado,"Go, R, AWS, AI, Agile, Scrum, API, SPA, Excel",2025-05-26T18:51:32,USA
full_time,Junior Ingeniero en IA,Jooble,53057.0,No especificado,"Python, Java, Go, Kotlin, Scala, R, AWS, Docker, Kubernetes, Terraform, AI, Agile, API, SPA, Excel",2025-05-19T14:50:31,USA
full_time,Junior Desarrollador .NET,Jooble,54451.0,No especificado,"Python, Go, Scala, R, AWS, Jenkins, GitLab, GitHub Actions, Terraform, AI, CI/CD, REST, API, Excel, Git",2025-05-17T00:50:19,Europe
full_time,Lead Desarrollador Backend,Jooble,71784.0,No especificado,"Python, Go, R, AWS, Azure, GCP, Terraform, AI, DevOps, Agile, Scrum, API, SPA, JIRA",2025-05-11T04:50:16,USA
full_time,Semi Senior Especialista DevSecOps,Jooble,71512.0,No especificado,"Python, Go, Scala, Rust, R, Azure, Kubernetes, Terraform, AI, DevOps, CI/CD, Agile, API, SPA, Excel, JIRA, Confluence, Git",2025-05-10T02:50:19,Romania
full_time,Semi Senior Cloud Engineer,Jooble,31488.0,No especificado,"Python, Go, Scala, R, AWS, Kubernetes, AI, DevOps, API, SPA",2025-05-05T04:50:56,USA
full_time,Semi Senior Cloud Engineer,Jooble,75888.0,No especificado,"Python, Go, Scala, R, MongoDB, AWS, Azure, GCP, Kubernetes, AI, DevOps, REST, API, SPA, Spark, Excel, Git",2025-04-25T02:50:58,Canada
contract,Lead Ingeniero de Machine Learning,Jooble,55359.0,No especificado,"Python, Go, TypeScript, R, SQL, Express, PostgreSQL, DynamoDB, AWS, Kubernetes, Terraform, Machine Learning, AI, DevOps, CI/CD, REST, API, Git, Linux",2025-04-19T00:50:36,USA
full_time,Senior Administrador de Sistemas,Jooble,54004.0,No especificado,"Python, Go, Rust, R, AWS, Google Cloud, GCP, Kubernetes, Terraform, AI, DevOps, CI/CD, Microservices, API, SPA, Git",2025-04-04T20:51:04,Europe
full_time,Senior Especialista en UX/UI,Jooble,64752.0,No especificado,"Go, R, SQL, AWS, Jenkins, AI, CI/CD, Agile, Scrum, API, Excel, JIRA, Git",2025-06-17T16:50:12,USA
full_time,Lead Desarrollador React,Jooble,32449.0,No especificado,"Go, Rust, R, AI, Agile, REST, API, SPA, Excel",2025-06-17T14:50:23,UK
full_time,Lead Desarrollador Python,Adzuna,32169.0,No especificado,"Rust, R, Express, AI, REST, API, SPA, Git",2025-06-17T14:50:13,USA
full_time,Senior Administrador AWS,Adzuna,51684.0,No especificado,"Go, Scala, R, Express, AWS, AI, API, Excel, Git",2025-06-16T10:50:50,USA
full_time,Junior Administrador AWS,Jooble,37197.0,No especificado,"Python, Go, Scala, R, Express, Redis, Elasticsearch, AWS, Azure, GCP, Kubernetes, Jenkins, GitHub Actions, Terraform, AI, CI/CD, Agile, API, Excel, Git",2025-06-15T12:50:04,Australia
full_time,Junior Cloud Engineer,Jooble,53070.0,No especificado,"Python, Go, Rust, R, Express, AWS, Azure, Terraform, AI, REST, API, SPA, Excel",2025-06-13T12:50:55,USA
full_time,Lead Desarrollador Java,Adzuna,35668.0,No especificado,"Go, Scala, R, Express, AI, API, SPA, Excel, Git",2025-06-12T10:51:16,USA
full_time,Lead Ingeniero de Redes,Jooble,27328.0,No especificado,"Go, Rust, R, AI, API, SPA, Excel",2025-06-11T20:52:36,USA
full_time,Semi Senior Especialista en Ciberseguridad,Jooble,74253.0,No especificado,"Scala, R, AI, API, Excel, Linux, Windows",2025-06-11T08:50:35,UK
full_time,Semi Senior Technical Lead,Adzuna,59740.0,No especificado,"Python, Go, Rust, R, SQL, AWS, AI, API, SPA, Excel, JIRA",2025-06-09T12:50:25,USA
full_time,Semi Senior Especialista en Ciberseguridad,Jooble,52366.0,No especificado,"Python, R, Docker, AI, REST, API, Excel, Git, Linux, Windows",2025-06-09T00:50:49,"CET (UTC+1), EET (UTC+2), EAT (UTC+3), NET (UTC+4)"
contract,Senior Product Owner,Jooble,54942.0,No especificado,"Python, Go, Scala, R, SQL, AWS, Google Cloud, Docker, Kubernetes, Terraform, Ansible, AI, CI/CD, API, Excel, Git",2025-06-08T14:50:57,USA
full_time,Lead Científico de Datos,Adzuna,50286.0,No especificado,"Go, Scala, R, AI, API, Excel",2025-06-06T14:51:38,USA
full_time,Senior Site Reliability Engineer,Adzuna,68356.0,No especificado,"Go, R, AWS, AI, REST, API, SPA, Excel",2025-06-06T14:51:16,USA
full_time,Senior Ingeniero de QA,Adzuna,36946.0,No especificado,"Go, R, AI, API, Excel, JIRA, Git",2025-06-05T20:51:03,Philippines
full_time,Senior Analista de Datos,Adzuna,27642.0,No especificado,"Python, Go, Rust, R, MongoDB, AI, REST, API, Git",2025-06-04T14:50:36,USA
full_time,Lead Científico de Datos,Jooble,49508.0,No especificado,"Go, Rust, R, Express, AI, API, SPA, Git",2025-06-02T04:50:52,USA
contract,Lead Site Reliability Engineer,Jooble,57606.0,No especificado,"Go, Rust, R, AI, Agile, API",2025-06-01T22:51:08,"UK, Germany"
full_time,Lead Especialista en Ciberseguridad,Jooble,39513.0,No especificado,"Go, Scala, R, AI, API, Excel, Git",2025-06-01T20:50:28,USA
full_time,Senior Desarrollador Frontend,Adzuna,48387.0,No especificado,"Python, Go, Rust, R, Express, AWS, Azure, AI, API, SPA, Excel, Git, Linux, Windows",2025-05-31T16:50:56,Poland
full_time,Semi Senior Administrador AWS,Adzuna,33038.0,No especificado,"Go, R, AI, API, Git",2025-05-31T06:51:28,USA
full_time,Senior Scrum Master,Jooble,58615.0,No especificado,"Go, R, MongoDB, AI, REST, API, SPA, Git",2025-05-31T00:51:17,USA
contract,Semi Senior Desarrollador Java,Adzuna,29228.0,No especificado,"Python, Go, Scala, R, Redis, Elasticsearch, Docker, Ansible, AI, REST, API, SPA, Excel, Linux",2025-05-30T12:50:39,Europe
full_time,Lead Ingeniero DevOps,Adzuna,34573.0,No especificado,"Go, R, SQL, AI, API, SPA, Tableau",2025-05-28T00:51:08,USA
full_time,Lead Ingeniero DevOps,Adzuna,72077.0,No especificado,"Go, Scala, R, AWS, AI, API",2025-05-23T12:51:10,USA
full_time,Junior Científico de Datos,Jooble,48699.0,No especificado,"Go, R, AI, REST, API, SPA, Excel",2025-05-22T18:50:53,USA
full_time,Semi Senior Desarrollador Frontend,Adzuna,32855.0,No especificado,"Go, Rust, R, AWS, AI, REST, API, Excel",2025-05-21T14:50:58,USA
full_time,Semi Senior Desarrollador Blockchain,Jooble,66613.0,No especificado,"Go, R, MongoDB, AI, REST, API, Git",2025-05-20T20:50:21,USA
full_time,Junior Desarrollador .NET,Adzuna,27997.0,No especificado,"Go, R, Express, AWS, Azure, AI, REST, API, SPA, Excel",2025-05-19T10:50:49,USA
contract,Senior Desarrollador Full Stack,Adzuna,72664.0,No especificado,"Rust, R, AI, API, SPA, Excel",2025-05-17T16:50:43,Japan
full_time,Lead Desarrollador Python,Jooble,55907.0,No especificado,"Python, Go, Rust, R, SQL, AI, API",2025-05-17T02:50:19,USA
full_time,Lead Científico de Datos,Adzuna,27048.0,No especificado,"R, AI, API, SPA, Excel",2025-05-14T02:51:38,USA
full_time,Semi Senior Especialista DevSecOps,Adzuna,79720.0,No especificado,"Python, Go, Scala, Rust, R, Azure, AI, API, SPA, Excel",2025-05-13T14:51:04,USA
full_time,Lead Especialista DevSecOps,Adzuna,65707.0,No especificado,"Go, R, AI, REST, API",2025-05-09T22:50:35,Philippines
full_time,Lead Analista de BI,Adzuna,76411.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, Excel",2025-05-09T04:51:14,USA
full_time,Lead Ingeniero DevOps,Jooble,72014.0,No especificado,"Python, Go, R, Express, AWS, Azure, GCP, Kubernetes, Terraform, Ansible, AI, CI/CD, Agile, API, Linux",2025-05-06T00:50:54,EMEA
full_time,Senior Científico de Datos,Adzuna,79231.0,No especificado,"Python, Go, Scala, R, AWS, Azure, Google Cloud, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, API",2025-05-02T18:51:25,Ukraine
full_time,Lead Analista de BI,Adzuna,67439.0,No especificado,"Go, R, AWS, AI, API, SPA, Excel, Git",2025-05-02T16:50:58,USA
full_time,Junior Ingeniero en IA,Adzuna,35803.0,No especificado,"Go, Scala, Rust, R, SQL, AWS, Azure, GCP, Machine Learning, AI, API, ETL, Tableau, Looker, Excel",2025-04-29T22:51:11,Canada
full_time,Semi Senior Especialista DevSecOps,Jooble,40026.0,No especificado,"Go, Rust, R, AWS, GCP, AI, API, SPA, Git",2025-04-28T12:50:07,Europe
full_time,Lead Product Owner,Jooble,41686.0,No especificado,"Scala, Rust, R, AWS, Azure, GCP, GitLab, Terraform, Ansible, Machine Learning, AI, DevOps, Agile, Microservices, API, SPA, Excel, Git",2025-04-27T18:50:45,USA
full_time,Lead Administrador de Bases de Datos,Jooble,33153.0,No especificado,"Python, R, Express, AI, API, SPA, Excel",2025-04-25T12:51:09,USA
full_time,Semi Senior Desarrollador Mobile,Jooble,40935.0,No especificado,"Go, Rust, R, Google Cloud, GCP, AI, DevOps, Agile, REST, API, SPA, Excel, macOS",2025-04-25T02:50:59,USA
full_time,Lead Analista de Datos,Jooble,64409.0,No especificado,"JavaScript, Java, C#, Go, TypeScript, Scala, R, Express, Kubernetes, GitHub Actions, AI, CI/CD, API, SPA, Git",2025-04-24T22:51:14,Canada
full_time,Semi Senior Ingeniero de QA,Jooble,65955.0,No especificado,"Python, Java, Go, Rust, R, AWS, Azure, GCP, Docker, Kubernetes, Terraform, AI, DevOps, REST, API, SPA",2025-04-24T16:50:19,USA
full_time,Semi Senior Cloud Engineer,Adzuna,64388.0,No especificado,"Go, Rust, R, Machine Learning, AI, API, SPA, Excel, Git",2025-04-21T22:50:56,India
full_time,Lead Cloud Engineer,Adzuna,37547.0,No especificado,"Python, Go, R, SQL, AWS, Azure, GCP, Docker, Kubernetes, AI, REST, API, Backend, SPA, JIRA, Git",2025-04-20T08:50:16,USA
full_time,Senior Especialista en UX/UI,Adzuna,60335.0,No especificado,"Go, R, AI, API, SPA, Tableau, Power BI, Excel, Git",2025-04-17T10:51:31,Japan
full_time,Junior Analista de BI,Adzuna,56173.0,No especificado,"Python, C++, Go, R, Azure, AI, API, Excel, Git, Windows, macOS",2025-04-04T02:51:03,USA
full_time,Senior Scrum Master,Jooble,54514.0,No especificado,"Go, Scala, Rust, R, AI, API, Excel",2025-03-28T08:51:32,Japan
contract,Junior Ingeniero de Software,Jooble,70685.0,No especificado,"Go, R, SQL, AI, API, Tableau, Excel, Git",2025-06-10T20:50:58,Poland
full_time,Semi Senior Especialista en Ciberseguridad,Jooble,56476.0,No especificado,"Python, Go, Rust, R, SQL, AI, API, SPA, Tableau, Power BI, Looker",2025-06-09T12:50:56,"USA, Canada"
full_time,Junior Desarrollador Full Stack,Jooble,31253.0,No especificado,"R, SQL, AI, Agile, API, Excel",2025-06-08T10:50:55,Spain
full_time,Junior Desarrollador Mobile,Jooble,37952.0,No especificado,"Go, R, SQL, DynamoDB, AWS, AI, REST, API, SPA, Tableau, Excel, Windows",2025-06-05T18:50:37,USA
full_time,Senior Desarrollador React,Jooble,33372.0,No especificado,"Go, Scala, R, SQL, AI, REST, API, SPA, Tableau, Power BI, Looker, Excel",2025-06-02T12:50:45,USA
full_time,Junior Ingeniero de QA,Adzuna,67000.0,No especificado,"Go, Scala, R, SQL, AI, API, ETL, Excel, Git",2025-06-02T08:50:31,USA
full_time,Junior Analista de Datos,Jooble,72859.0,No especificado,"Python, Go, Scala, Rust, R, SQL, GitLab, AI, REST, API, ETL, JIRA, Git",2025-06-01T12:50:13,Europe
full_time,Junior Analista de BI,Jooble,74174.0,No especificado,"Python, Go, R, SQL, Express, MySQL, PostgreSQL, SQL Server, Oracle, Azure, AI, Agile, API, Tableau",2025-05-30T02:51:40,USA
full_time,Semi Senior Ingeniero de Redes,Adzuna,31347.0,No especificado,"Go, Rust, R, Express, Google Cloud, AI, API, SPA, ETL, Spark, Excel",2025-05-30T02:51:18,USA
full_time,Semi Senior Site Reliability Engineer,Adzuna,37215.0,No especificado,"Go, Scala, Rust, R, SQL, AI, API, SPA, Tableau, Excel",2025-05-28T22:51:17,Germany
full_time,Senior Desarrollador Backend,Adzuna,46343.0,No especificado,"Python, Go, Scala, Rust, R, SQL, Azure, AI, API, SPA, ETL, Hadoop, Spark, Power BI, Excel",2025-05-21T02:51:41,Europe
contract,Semi Senior Arquitecto de Software,Adzuna,69067.0,No especificado,"Python, Go, Scala, R, SQL, AI, API, SPA, Tableau, Looker, Git",2025-05-16T00:50:35,Canada
full_time,Lead Desarrollador Full Stack,Jooble,37064.0,No especificado,"Python, Go, R, SQL, AI, REST, API, SPA, Looker, Excel, Git",2025-05-13T20:51:44,"USA, Canada"
full_time,Senior Scrum Master,Adzuna,78479.0,No especificado,"Python, Go, R, SQL, AI, REST, API, Excel",2025-05-08T18:51:00,"Philippines, Vietnam"
full_time,Semi Senior Cloud Engineer,Adzuna,35826.0,No especificado,"Go, Scala, Rust, R, Express, AWS, AI, REST, API, SPA",2025-05-04T16:50:56,USA
contract,Lead Desarrollador Blockchain,Jooble,73555.0,No especificado,"Go, R, SQL, AI, API, Tableau, Power BI",2025-05-01T18:50:14,UK
full_time,Lead Analista de BI,Jooble,49465.0,No especificado,"Python, Go, R, SQL, Express, AWS, Machine Learning, AI, REST, API, Excel, Git",2025-04-25T12:51:34,Mexico
full_time,Lead Ingeniero DevOps,Jooble,48004.0,No especificado,"Python, Go, Rust, R, SQL, Express, AI, API, SPA, Excel",2025-04-24T06:50:47,Brazil
full_time,Lead Arquitecto de Software,Adzuna,73629.0,No especificado,"Python, Go, R, AI, API, SPA, Spark, Tableau",2025-04-17T06:51:25,Asia
full_time,Semi Senior Product Owner,Adzuna,40718.0,No especificado,"Python, Go, Rust, R, SQL, Express, AI, REST, API, SPA, Excel",2025-04-15T08:50:33,India
full_time,Senior Científico de Datos,Adzuna,44570.0,No especificado,"Python, Go, R, SQL, Machine Learning, AI, API, ETL, Tableau, Power BI, Looker",2025-04-14T06:50:58,Ukraine
full_time,Lead Desarrollador Frontend,Jooble,62126.0,No especificado,"Python, Go, Scala, R, SQL, AI, API, Tableau, Power BI, Looker, Excel",2025-04-13T08:51:17,South Africa
full_time,Semi Senior Desarrollador Mobile,Jooble,51840.0,No especificado,"Go, TypeScript, Rust, R, React, AWS, Azure, Google Cloud, AI, REST, API, Backend, SPA, Git",2025-04-12T06:51:48,"UK, Portugal, Poland, South Africa, Romania, Spain"
full_time,Junior Desarrollador React,Jooble,31831.0,No especificado,"Python, Go, Scala, R, SQL, AWS, Machine Learning, AI, API, SPA, Tableau, Power BI, Excel",2025-04-04T02:51:03,USA
full_time,Semi Senior Desarrollador Frontend,Adzuna,59516.0,No especificado,"Go, Scala, R, SQL, Express, AWS, AI, API, SPA, ETL, Tableau, Looker",2025-04-04T00:50:04,USA
full_time,Junior Administrador de Sistemas,Adzuna,29474.0,No especificado,"Go, Scala, R, SQL, Express, AI, REST, API, Tableau, Power BI, Excel",2025-03-24T04:50:40,LATAM
No especificado,Lead Technical Lead,Adzuna,43619.0,Unknown Company,R,2021-07-03,Location not specified
full_time,Semi Senior Administrador de Sistemas,Adzuna,71900.0,No especificado,"C#, Go, R, AI, API, Git",2025-05-16T20:50:07,Ukraine
